POSE,R_SHOULDER_X,R_SHOULDER_Y,R_SHOULDER_Z,R_SHOULDER_V,R_ELBOW_X,R_ELBOW_Y,R_ELBOW_Z,R_ELBOW_V,R_WRIST_X,R_WRIST_Y,R_WRIST_Z,R_WRIST_V,L_SHOULDER_X,L_SHOULDER_Y,L_SHOULDER_Z,L_SHOULDER_V,L_ELBOW_X,L_ELBOW_Y,L_ELBOW_Z,L_ELBOW_V,L_WRIST_X,L_WRIST_Y,L_WRIST_Z,L_WRIST_V
stop,0.44917917251586914,0.2890668511390686,-0.21240900456905365,0.9996762275695801,0.4164524972438812,0.5069805979728699,-0.1256386637687683,0.9817118644714355,0.3928788900375366,0.6771929264068604,-0.24167275428771973,0.9603753685951233,0.62306147813797,0.2408672720193863,-0.26581844687461853,0.9998461008071899,0.68622887134552,0.4426688551902771,-0.13395027816295624,0.997127115726471,0.7329147458076477,0.6259760856628418,-0.17034538090229034,0.9844343066215515
stop,0.45329591631889343,0.2846778929233551,-0.16695751249790192,0.9996828436851501,0.41956812143325806,0.49581006169319153,-0.09852178394794464,0.9805760979652405,0.39796561002731323,0.6669442653656006,-0.26142051815986633,0.9611042737960815,0.6255751252174377,0.24278227984905243,-0.22058705985546112,0.9998568892478943,0.6895397305488586,0.44380924105644226,-0.11665773391723633,0.9972630143165588,0.734771192073822,0.626477062702179,-0.1870543509721756,0.9856073260307312
stop,0.46014368534088135,0.2758857309818268,-0.146258145570755,0.9996992349624634,0.4257200062274933,0.47685784101486206,-0.0053789387457072735,0.9784839153289795,0.40188151597976685,0.6405680179595947,-0.07116277515888214,0.9600710272789001,0.6290560960769653,0.245890811085701,-0.21739672124385834,0.9998679161071777,0.69321608543396,0.4465636610984802,-0.11163239181041718,0.9973722100257874,0.7445513606071472,0.6269575953483582,-0.1769760400056839,0.9866039156913757
stop,0.4648643434047699,0.27153828740119934,-0.09988442063331604,0.9997143745422363,0.42974716424942017,0.4660602807998657,0.049924131482839584,0.9777376651763916,0.4018915295600891,0.6254427433013916,0.015700625255703926,0.9598637223243713,0.6326873898506165,0.2517174780368805,-0.15835662186145782,0.9998764395713806,0.698771595954895,0.450463205575943,-0.04413246363401413,0.9974398016929626,0.7546348571777344,0.6253256797790527,-0.08626122772693634,0.9875342845916748
stop,0.4671567678451538,0.2679377794265747,-0.08556941151618958,0.9997180104255676,0.42925935983657837,0.46193641424179077,0.06612025201320648,0.9763296246528625,0.40101301670074463,0.6149249076843262,0.033887285739183426,0.9569717645645142,0.6348513960838318,0.25422343611717224,-0.1723201870918274,0.9998813271522522,0.7026674151420593,0.4495393931865692,-0.0748254805803299,0.9974651336669922,0.7656577825546265,0.6130147576332092,-0.11700978130102158,0.9881923794746399
stop,0.4700450301170349,0.2645638585090637,-0.09742577373981476,0.9997307658195496,0.42874401807785034,0.44812873005867004,0.03249137103557587,0.9761495590209961,0.3906596302986145,0.592021107673645,-0.029681265354156494,0.9571655988693237,0.6351331472396851,0.25515252351760864,-0.16733035445213318,0.9998884797096252,0.7040835022926331,0.44590848684310913,-0.08308995515108109,0.9975036978721619,0.774328887462616,0.5968881249427795,-0.1606367528438568,0.9888990521430969
stop,0.47066906094551086,0.26328468322753906,-0.05573755502700806,0.9997460842132568,0.4253193736076355,0.4290754795074463,0.048774633556604385,0.9761844277381897,0.37888196110725403,0.5586304664611816,-0.030423911288380623,0.9584733247756958,0.6349278688430786,0.25519058108329773,-0.13957633078098297,0.999896764755249,0.7099941372871399,0.43523353338241577,-0.08784405887126923,0.9975785613059998,0.7824305295944214,0.5753660202026367,-0.2013392448425293,0.9896038770675659
stop,0.47077447175979614,0.26013386249542236,-0.08940160274505615,0.9997536540031433,0.41903984546661377,0.41709840297698975,0.03596373647451401,0.9756197333335876,0.3553790748119354,0.5403660535812378,-0.014738987199962139,0.9572447538375854,0.6348662972450256,0.2547887861728668,-0.1510884016752243,0.9999027848243713,0.7144244313240051,0.4252539277076721,-0.12037798762321472,0.9976313710212708,0.7915859818458557,0.5605124831199646,-0.21994632482528687,0.9898984432220459
stop,0.47084665298461914,0.2559291422367096,-0.057322483509778976,0.9997663497924805,0.4120035469532013,0.4058482348918915,0.07653547823429108,0.9762313365936279,0.34473758935928345,0.5208438634872437,0.03794844448566437,0.9582579135894775,0.6346902847290039,0.2543852627277374,-0.14856158196926117,0.9999096393585205,0.7146486639976501,0.4131762981414795,-0.11535028368234634,0.9976928234100342,0.7956445217132568,0.5361698269844055,-0.21905900537967682,0.9903373122215271
stop,0.4705549478530884,0.25280582904815674,-0.07598312944173813,0.9997782707214355,0.4035387337207794,0.39914509654045105,0.042569465935230255,0.9770540595054626,0.3281039595603943,0.5062214136123657,-0.017925292253494263,0.9587489366531372,0.6341544985771179,0.2541903257369995,-0.15456031262874603,0.9999131560325623,0.7138058543205261,0.4036312699317932,-0.0985608920454979,0.9976086616516113,0.7978202104568481,0.518960177898407,-0.21787004172801971,0.9902360439300537
stop,0.47034692764282227,0.2501567602157593,-0.10433321446180344,0.9997888803482056,0.39286428689956665,0.40088197588920593,-0.03333134576678276,0.9784601926803589,0.3076208829879761,0.49377933144569397,-0.12263105064630508,0.9608376622200012,0.6322107315063477,0.25409403443336487,-0.16377107799053192,0.9999156594276428,0.7127445936203003,0.39872652292251587,-0.12207487970590591,0.9974610209465027,0.7958754301071167,0.5048433542251587,-0.2571011185646057,0.9900169372558594
stop,0.4683111608028412,0.25062403082847595,-0.0843091681599617,0.9997929930686951,0.3866026997566223,0.39649009704589844,-0.026745976880192757,0.9799264669418335,0.29935911297798157,0.4779634177684784,-0.10214673727750778,0.9632701873779297,0.6277755498886108,0.256046861410141,-0.12256579101085663,0.9999172687530518,0.7119844555854797,0.39689040184020996,-0.09786873310804367,0.9972244501113892,0.7923511862754822,0.49480533599853516,-0.24424226582050323,0.9899420142173767
stop,0.46271148324012756,0.25086480379104614,-0.07571374624967575,0.9997953176498413,0.3813127279281616,0.39265573024749756,-0.018499160185456276,0.9811609983444214,0.29494142532348633,0.46585795283317566,-0.10673057287931442,0.9652010798454285,0.6218023896217346,0.2612657845020294,-0.11309006065130234,0.999917209148407,0.706615149974823,0.39937683939933777,-0.08038691431283951,0.9970092177391052,0.7902253270149231,0.49121415615081787,-0.23001639544963837,0.9898446202278137
stop,0.4559966027736664,0.25228047370910645,-0.06657476723194122,0.9997996687889099,0.37598851323127747,0.39368849992752075,-0.020416520535945892,0.9820340871810913,0.2913094460964203,0.4610845148563385,-0.12315080314874649,0.9665125608444214,0.613127589225769,0.26933547854423523,-0.10281328111886978,0.999916672706604,0.6942028403282166,0.401540607213974,-0.07559731602668762,0.9967727661132812,0.7827966213226318,0.49420827627182007,-0.2233726531267166,0.9898959994316101
stop,0.45003682374954224,0.25628310441970825,-0.060174621641635895,0.9997953772544861,0.37170836329460144,0.3960971236228943,-0.022998768836259842,0.982638418674469,0.28531414270401,0.45669856667518616,-0.1287412792444229,0.9670586585998535,0.6037790179252625,0.2745591998100281,-0.09446322917938232,0.9999106526374817,0.6780149340629578,0.4060335159301758,-0.07630562037229538,0.9962969422340393,0.7618622183799744,0.49524128437042236,-0.221636101603508,0.9895206093788147
stop,0.4436379075050354,0.2607291340827942,-0.04519473388791084,0.9998033046722412,0.36613449454307556,0.39861541986465454,-0.02063501439988613,0.9832870364189148,0.2846425771713257,0.46676328778266907,-0.1265093982219696,0.9683472514152527,0.5942592620849609,0.2783058285713196,-0.07598153501749039,0.9999077320098877,0.6648985743522644,0.41788506507873535,-0.04804793745279312,0.9959373474121094,0.7465622425079346,0.49746307730674744,-0.19293330609798431,0.9893980622291565
stop,0.4358108341693878,0.2655920088291168,-0.012033120729029179,0.9998102188110352,0.36464136838912964,0.3992558419704437,-0.010698185302317142,0.9835153222084045,0.2882676124572754,0.470798522233963,-0.1402890980243683,0.9689283967018127,0.5846444368362427,0.2848972678184509,-0.04423665255308151,0.9999088644981384,0.6481291651725769,0.4286709725856781,-0.03399578481912613,0.9954657554626465,0.7209876179695129,0.5076335072517395,-0.18126221001148224,0.9889151453971863
stop,0.42587658762931824,0.270460844039917,-0.0021893747616559267,0.9998264312744141,0.36444252729415894,0.40401560068130493,-0.031512707471847534,0.9846673011779785,0.29449528455734253,0.47646868228912354,-0.24621634185314178,0.9712644219398499,0.5753294825553894,0.2878241539001465,-0.022393809631466866,0.9999167323112488,0.6303279399871826,0.44385969638824463,0.005628302693367004,0.995660126209259,0.6861015558242798,0.5293204188346863,-0.13022977113723755,0.9895741939544678
stop,0.41757601499557495,0.27272748947143555,-0.025280112400650978,0.9998375773429871,0.3668709397315979,0.41840508580207825,-0.11829046159982681,0.9844105243682861,0.31718677282333374,0.4861534535884857,-0.3947017788887024,0.9712275266647339,0.5657274723052979,0.2871065139770508,-0.05539437383413315,0.9999234080314636,0.6079119443893433,0.45295387506484985,-0.0549006350338459,0.9956586360931396,0.6447721719741821,0.5444412231445312,-0.2511511743068695,0.9898526668548584
